id,name,description,price,product_type,quantity
746,Glowing Beauty Elixir,Natural soy wax candle,7.86,lipstick,11
747,Soothing Body Lotion,Organic cotton socks,45.18,shampoo,1
748,Brightening Facial Cleanser,Soft cotton t-shirt,13.02,lipstick,6
749,Hydrating Lip Balm,Leather wallet with RFID protection,47.18,shampoo,9
750,Brightening Facial Cleanser,Handcrafted wooden picture frame,8.04,perfume,12
751,Luminous Glow Serum,Handcrafted wooden picture frame,84.33,moisturizer,11
752,Radiant Skin Cream,Leather wallet with RFID protection,72.63,perfume,3
753,Brightening Facial Cleanser,Handcrafted wooden picture frame,45.97,perfume,8
754,Brightening Facial Cleanser,Natural soy wax candle,90.82,shampoo,12
755,Soothing Body Lotion,Natural soy wax candle,1.95,shampoo,9
756,Soothing Body Lotion,Leather wallet with RFID protection,96.4,eyeliner,5
757,Hydrating Lip Balm,Soft cotton t-shirt,49.17,shampoo,12
758,Hydrating Lip Balm,Glass water pitcher with lid,63.93,lipstick,11
759,Glowing Beauty Elixir,Natural soy wax candle,11.22,eyeliner,3
760,Hydrating Lip Balm,Organic cotton socks,58.45,eyeliner,9
761,Luminous Glow Serum,Silk scarf with floral print,32.22,shampoo,9
762,Radiant Skin Cream,Vintage leather messenger bag,21.01,shampoo,6
763,Radiant Skin Cream,Organic cotton socks,48.01,eyeliner,8
764,Soothing Body Lotion,Natural soy wax candle,57.03,shampoo,2
765,Luminous Glow Serum,Handcrafted wooden picture frame,46.95,perfume,7
766,Revitalizing Hair Mask,Glass water pitcher with lid,21.19,shampoo,11
767,Youthful Essence Eye Cream,Silk scarf with floral print,23.25,eyeliner,8
768,Youthful Essence Eye Cream,Soft cotton t-shirt,27.83,perfume,1
769,Radiant Skin Cream,Natural soy wax candle,21.88,eyeliner,9
770,Brightening Facial Cleanser,Bluetooth wireless earbuds,62.18,perfume,6
771,Soothing Body Lotion,Bluetooth wireless earbuds,77.19,lipstick,7
772,Soothing Body Lotion,Bluetooth wireless earbuds,36.05,shampoo,7
773,Youthful Essence Eye Cream,Silk scarf with floral print,74.39,shampoo,5
774,Brightening Facial Cleanser,Natural soy wax candle,25.97,moisturizer,5
775,Revitalizing Hair Mask,Stainless steel water bottle,35.56,shampoo,6
776,Glowing Beauty Elixir,Glass water pitcher with lid,86.15,lipstick,4
777,Brightening Facial Cleanser,Vintage leather messenger bag,52.74,eyeliner,5
778,Brightening Facial Cleanser,Stainless steel water bottle,80.65,lipstick,7
779,Youthful Essence Eye Cream,Vintage leather messenger bag,57.77,moisturizer,7
780,Luminous Glow Serum,Silk scarf with floral print,61.5,moisturizer,1
781,Brightening Facial Cleanser,Vintage leather messenger bag,30.14,shampoo,9
782,Hydrating Lip Balm,Silk scarf with floral print,50.97,perfume,12
783,Youthful Essence Eye Cream,Leather wallet with RFID protection,48.98,lipstick,1
784,Hydrating Lip Balm,Silk scarf with floral print,52.83,shampoo,2
785,Nourishing Scalp Treatment,Bluetooth wireless earbuds,96.74,eyeliner,8
786,Youthful Essence Eye Cream,Organic cotton socks,41.79,shampoo,4
787,Revitalizing Hair Mask,Leather wallet with RFID protection,1.74,lipstick,12
788,Luminous Glow Serum,Handcrafted wooden picture frame,18.8,lipstick,4
789,Revitalizing Hair Mask,Glass water pitcher with lid,83.69,lipstick,8
790,Revitalizing Hair Mask,Leather wallet with RFID protection,17.45,eyeliner,9
791,Revitalizing Hair Mask,Handcrafted wooden picture frame,58.55,lipstick,7
792,Silky Smooth Shampoo,Organic cotton socks,35.94,shampoo,10
793,Youthful Essence Eye Cream,Organic cotton socks,77.0,shampoo,10
794,Soothing Body Lotion,Organic cotton socks,27.87,eyeliner,3
795,Radiant Skin Cream,Stainless steel water bottle,90.6,perfume,8
796,Glowing Beauty Elixir,Vintage leather messenger bag,28.01,shampoo,2
797,Hydrating Lip Balm,Leather wallet with RFID protection,56.82,shampoo,6
798,Glowing Beauty Elixir,Natural soy wax candle,61.52,perfume,11
799,Radiant Skin Cream,Glass water pitcher with lid,65.89,lipstick,2
800,Silky Smooth Shampoo,Vintage leather messenger bag,46.48,shampoo,9
801,Luminous Glow Serum,Bluetooth wireless earbuds,48.98,perfume,11
802,Nourishing Scalp Treatment,Handcrafted wooden picture frame,15.94,perfume,10
803,Silky Smooth Shampoo,Soft cotton t-shirt,52.44,shampoo,5
804,Revitalizing Hair Mask,Glass water pitcher with lid,20.52,moisturizer,1
805,Nourishing Scalp Treatment,Organic cotton socks,66.04,shampoo,6
806,Silky Smooth Shampoo,Vintage leather messenger bag,63.31,moisturizer,9
807,Radiant Skin Cream,Natural soy wax candle,14.54,perfume,10
808,Soothing Body Lotion,Glass water pitcher with lid,12.89,perfume,3
809,Radiant Skin Cream,Leather wallet with RFID protection,80.07,perfume,11
810,Silky Smooth Shampoo,Vintage leather messenger bag,82.75,eyeliner,8
811,Revitalizing Hair Mask,Glass water pitcher with lid,13.39,moisturizer,4
812,Glowing Beauty Elixir,Vintage leather messenger bag,19.45,lipstick,11
813,Radiant Skin Cream,Natural soy wax candle,74.06,moisturizer,11
814,Luminous Glow Serum,Handcrafted wooden picture frame,12.87,moisturizer,1
815,Youthful Essence Eye Cream,Leather wallet with RFID protection,69.39,moisturizer,3
816,Soothing Body Lotion,Silk scarf with floral print,95.95,shampoo,7
817,Hydrating Lip Balm,Bluetooth wireless earbuds,21.6,moisturizer,5
818,Revitalizing Hair Mask,Bluetooth wireless earbuds,29.75,moisturizer,3
819,Luminous Glow Serum,Natural soy wax candle,33.03,eyeliner,2
820,Luminous Glow Serum,Leather wallet with RFID protection,0.46,moisturizer,11
821,Radiant Skin Cream,Vintage leather messenger bag,73.64,moisturizer,12
822,Radiant Skin Cream,Vintage leather messenger bag,92.08,shampoo,6
823,Nourishing Scalp Treatment,Glass water pitcher with lid,8.05,perfume,4
824,Radiant Skin Cream,Glass water pitcher with lid,19.77,lipstick,6
825,Youthful Essence Eye Cream,Natural soy wax candle,60.41,eyeliner,2
826,Youthful Essence Eye Cream,Silk scarf with floral print,27.22,shampoo,5
827,Radiant Skin Cream,Silk scarf with floral print,18.77,lipstick,12
828,Silky Smooth Shampoo,Organic cotton socks,23.69,eyeliner,1
829,Silky Smooth Shampoo,Bluetooth wireless earbuds,22.24,perfume,6
830,Radiant Skin Cream,Leather wallet with RFID protection,13.94,moisturizer,6
831,Nourishing Scalp Treatment,Leather wallet with RFID protection,51.29,lipstick,11
832,Nourishing Scalp Treatment,Natural soy wax candle,49.18,perfume,6
833,Hydrating Lip Balm,Vintage leather messenger bag,79.14,shampoo,12
834,Brightening Facial Cleanser,Handcrafted wooden picture frame,99.03,lipstick,4
835,Nourishing Scalp Treatment,Leather wallet with RFID protection,39.05,shampoo,9
836,Nourishing Scalp Treatment,Soft cotton t-shirt,49.5,eyeliner,8
837,Luminous Glow Serum,Handcrafted wooden picture frame,52.48,perfume,8
838,Silky Smooth Shampoo,Leather wallet with RFID protection,98.31,perfume,9
839,Silky Smooth Shampoo,Organic cotton socks,57.07,shampoo,7
840,Soothing Body Lotion,Silk scarf with floral print,53.69,moisturizer,7
841,Soothing Body Lotion,Handcrafted wooden picture frame,26.77,moisturizer,3
842,Nourishing Scalp Treatment,Soft cotton t-shirt,30.87,perfume,2
843,Luminous Glow Serum,Silk scarf with floral print,32.35,shampoo,6
844,Soothing Body Lotion,Organic cotton socks,68.26,lipstick,2
845,Soothing Body Lotion,Organic cotton socks,16.88,shampoo,8
846,Soothing Body Lotion,Organic cotton socks,76.79,lipstick,5
847,Radiant Skin Cream,Organic cotton socks,42.05,eyeliner,9
848,Silky Smooth Shampoo,Silk scarf with floral print,86.26,perfume,6
849,Nourishing Scalp Treatment,Handcrafted wooden picture frame,93.46,perfume,8
850,Hydrating Lip Balm,Soft cotton t-shirt,62.87,moisturizer,3
851,Brightening Facial Cleanser,Organic cotton socks,53.83,moisturizer,7
852,Glowing Beauty Elixir,Bluetooth wireless earbuds,43.52,perfume,7
853,Brightening Facial Cleanser,Organic cotton socks,29.01,shampoo,7
854,Youthful Essence Eye Cream,Silk scarf with floral print,36.68,lipstick,4
855,Radiant Skin Cream,Glass water pitcher with lid,96.83,perfume,2
856,Luminous Glow Serum,Handcrafted wooden picture frame,55.64,moisturizer,7
857,Silky Smooth Shampoo,Bluetooth wireless earbuds,19.74,lipstick,8
858,Hydrating Lip Balm,Vintage leather messenger bag,34.82,moisturizer,8
859,Soothing Body Lotion,Stainless steel water bottle,33.07,moisturizer,1
860,Luminous Glow Serum,Organic cotton socks,24.34,moisturizer,3
861,Brightening Facial Cleanser,Stainless steel water bottle,85.41,shampoo,9
862,Nourishing Scalp Treatment,Silk scarf with floral print,25.04,moisturizer,12
863,Luminous Glow Serum,Vintage leather messenger bag,43.11,moisturizer,1
864,Radiant Skin Cream,Silk scarf with floral print,23.69,moisturizer,4
865,Luminous Glow Serum,Organic cotton socks,91.05,lipstick,9
866,Hydrating Lip Balm,Vintage leather messenger bag,60.01,shampoo,7
867,Brightening Facial Cleanser,Organic cotton socks,53.45,eyeliner,12
868,Luminous Glow Serum,Glass water pitcher with lid,22.84,lipstick,1
869,Nourishing Scalp Treatment,Glass water pitcher with lid,15.7,shampoo,5
870,Hydrating Lip Balm,Vintage leather messenger bag,70.17,perfume,11
871,Nourishing Scalp Treatment,Vintage leather messenger bag,75.85,shampoo,10
872,Revitalizing Hair Mask,Bluetooth wireless earbuds,61.76,lipstick,6
873,Brightening Facial Cleanser,Silk scarf with floral print,76.81,eyeliner,6
874,Silky Smooth Shampoo,Soft cotton t-shirt,88.28,perfume,5
875,Silky Smooth Shampoo,Natural soy wax candle,56.4,perfume,2
876,Glowing Beauty Elixir,Vintage leather messenger bag,72.53,lipstick,8
877,Soothing Body Lotion,Organic cotton socks,25.02,perfume,12
878,Nourishing Scalp Treatment,Vintage leather messenger bag,83.08,eyeliner,5
879,Brightening Facial Cleanser,Leather wallet with RFID protection,78.91,lipstick,1
880,Revitalizing Hair Mask,Bluetooth wireless earbuds,14.26,perfume,8
881,Youthful Essence Eye Cream,Leather wallet with RFID protection,34.31,moisturizer,10
882,Glowing Beauty Elixir,Silk scarf with floral print,12.63,perfume,3
883,Brightening Facial Cleanser,Bluetooth wireless earbuds,43.37,shampoo,5
884,Nourishing Scalp Treatment,Leather wallet with RFID protection,16.93,moisturizer,3
885,Soothing Body Lotion,Vintage leather messenger bag,20.57,shampoo,5
886,Hydrating Lip Balm,Handcrafted wooden picture frame,72.93,shampoo,10
887,Soothing Body Lotion,Glass water pitcher with lid,7.63,shampoo,2
888,Luminous Glow Serum,Soft cotton t-shirt,5.3,eyeliner,3
889,Youthful Essence Eye Cream,Leather wallet with RFID protection,37.33,lipstick,12
890,Brightening Facial Cleanser,Organic cotton socks,70.12,moisturizer,3
891,Hydrating Lip Balm,Vintage leather messenger bag,19.99,perfume,4
892,Luminous Glow Serum,Soft cotton t-shirt,5.89,perfume,10
893,Hydrating Lip Balm,Bluetooth wireless earbuds,9.75,eyeliner,5
894,Nourishing Scalp Treatment,Organic cotton socks,54.47,perfume,9
895,Brightening Facial Cleanser,Handcrafted wooden picture frame,99.5,lipstick,1
896,Silky Smooth Shampoo,Soft cotton t-shirt,20.84,eyeliner,8
897,Hydrating Lip Balm,Bluetooth wireless earbuds,63.78,shampoo,7
898,Revitalizing Hair Mask,Stainless steel water bottle,15.69,eyeliner,9
899,Youthful Essence Eye Cream,Handcrafted wooden picture frame,37.71,shampoo,12
900,Silky Smooth Shampoo,Vintage leather messenger bag,58.31,lipstick,4
901,Hydrating Lip Balm,Leather wallet with RFID protection,56.51,perfume,8
902,Silky Smooth Shampoo,Stainless steel water bottle,88.98,eyeliner,1
903,Brightening Facial Cleanser,Bluetooth wireless earbuds,17.95,eyeliner,11
904,Nourishing Scalp Treatment,Natural soy wax candle,11.59,moisturizer,7
905,Radiant Skin Cream,Bluetooth wireless earbuds,82.52,moisturizer,1
906,Youthful Essence Eye Cream,Soft cotton t-shirt,90.69,shampoo,2
907,Nourishing Scalp Treatment,Bluetooth wireless earbuds,40.36,perfume,4
908,Nourishing Scalp Treatment,Stainless steel water bottle,75.71,perfume,6
909,Luminous Glow Serum,Natural soy wax candle,97.21,lipstick,2
910,Radiant Skin Cream,Bluetooth wireless earbuds,91.47,moisturizer,1
911,Youthful Essence Eye Cream,Stainless steel water bottle,16.08,lipstick,6
912,Luminous Glow Serum,Stainless steel water bottle,86.76,lipstick,8
913,Glowing Beauty Elixir,Vintage leather messenger bag,5.71,lipstick,2
914,Soothing Body Lotion,Stainless steel water bottle,3.58,eyeliner,8
915,Hydrating Lip Balm,Bluetooth wireless earbuds,26.91,eyeliner,3
916,Soothing Body Lotion,Handcrafted wooden picture frame,70.18,lipstick,5
917,Revitalizing Hair Mask,Handcrafted wooden picture frame,75.23,perfume,4
918,Youthful Essence Eye Cream,Handcrafted wooden picture frame,21.32,lipstick,9
919,Nourishing Scalp Treatment,Stainless steel water bottle,75.05,shampoo,6
920,Brightening Facial Cleanser,Silk scarf with floral print,81.46,lipstick,5
921,Luminous Glow Serum,Leather wallet with RFID protection,54.9,moisturizer,10
922,Youthful Essence Eye Cream,Handcrafted wooden picture frame,57.13,shampoo,9
923,Silky Smooth Shampoo,Organic cotton socks,81.64,moisturizer,11
924,Glowing Beauty Elixir,Vintage leather messenger bag,93.72,perfume,6
925,Youthful Essence Eye Cream,Bluetooth wireless earbuds,73.29,eyeliner,4
926,Luminous Glow Serum,Leather wallet with RFID protection,24.22,moisturizer,6
927,Glowing Beauty Elixir,Soft cotton t-shirt,11.24,eyeliner,12
928,Silky Smooth Shampoo,Leather wallet with RFID protection,67.05,moisturizer,10
929,Hydrating Lip Balm,Vintage leather messenger bag,4.65,perfume,5
930,Glowing Beauty Elixir,Glass water pitcher with lid,98.5,eyeliner,6
931,Glowing Beauty Elixir,Silk scarf with floral print,33.42,perfume,11
932,Glowing Beauty Elixir,Handcrafted wooden picture frame,4.42,perfume,2
933,Hydrating Lip Balm,Leather wallet with RFID protection,11.76,moisturizer,3
934,Youthful Essence Eye Cream,Natural soy wax candle,60.65,moisturizer,1
935,Soothing Body Lotion,Natural soy wax candle,10.24,perfume,2
936,Youthful Essence Eye Cream,Soft cotton t-shirt,90.91,lipstick,8
937,Youthful Essence Eye Cream,Stainless steel water bottle,81.6,moisturizer,7
938,Youthful Essence Eye Cream,Stainless steel water bottle,54.6,eyeliner,5
939,Brightening Facial Cleanser,Organic cotton socks,50.3,lipstick,12
940,Revitalizing Hair Mask,Soft cotton t-shirt,10.47,shampoo,11
941,Luminous Glow Serum,Leather wallet with RFID protection,0.88,perfume,7
942,Glowing Beauty Elixir,Handcrafted wooden picture frame,55.23,perfume,3
943,Soothing Body Lotion,Natural soy wax candle,15.73,moisturizer,11
944,Hydrating Lip Balm,Natural soy wax candle,60.31,lipstick,4
945,Glowing Beauty Elixir,Glass water pitcher with lid,0.48,moisturizer,1
946,Revitalizing Hair Mask,Natural soy wax candle,17.43,eyeliner,9
947,Brightening Facial Cleanser,Natural soy wax candle,8.97,lipstick,4
948,Soothing Body Lotion,Stainless steel water bottle,34.83,perfume,6
949,Soothing Body Lotion,Handcrafted wooden picture frame,18.62,perfume,8
950,Glowing Beauty Elixir,Stainless steel water bottle,57.2,shampoo,9
951,Nourishing Scalp Treatment,Handcrafted wooden picture frame,36.54,shampoo,8
952,Silky Smooth Shampoo,Organic cotton socks,79.67,eyeliner,6
953,Silky Smooth Shampoo,Glass water pitcher with lid,62.77,eyeliner,7
954,Revitalizing Hair Mask,Silk scarf with floral print,96.16,eyeliner,12
955,Youthful Essence Eye Cream,Organic cotton socks,42.13,shampoo,8
956,Youthful Essence Eye Cream,Natural soy wax candle,48.65,moisturizer,12
957,Nourishing Scalp Treatment,Organic cotton socks,61.98,perfume,8
958,Soothing Body Lotion,Organic cotton socks,63.12,moisturizer,12
959,Brightening Facial Cleanser,Natural soy wax candle,39.69,perfume,9
960,Glowing Beauty Elixir,Stainless steel water bottle,48.15,eyeliner,1
961,Soothing Body Lotion,Glass water pitcher with lid,82.66,moisturizer,12
962,Soothing Body Lotion,Leather wallet with RFID protection,54.46,perfume,1
963,Youthful Essence Eye Cream,Natural soy wax candle,7.75,shampoo,11
964,Luminous Glow Serum,Soft cotton t-shirt,49.09,lipstick,6
965,Luminous Glow Serum,Stainless steel water bottle,95.43,eyeliner,10
966,Hydrating Lip Balm,Bluetooth wireless earbuds,8.05,moisturizer,4
967,Silky Smooth Shampoo,Glass water pitcher with lid,86.48,moisturizer,10
968,Soothing Body Lotion,Vintage leather messenger bag,55.8,perfume,7
969,Soothing Body Lotion,Leather wallet with RFID protection,29.81,shampoo,8
970,Revitalizing Hair Mask,Leather wallet with RFID protection,26.24,shampoo,12
971,Hydrating Lip Balm,Soft cotton t-shirt,56.7,perfume,1
972,Luminous Glow Serum,Silk scarf with floral print,56.65,moisturizer,7
973,Youthful Essence Eye Cream,Vintage leather messenger bag,5.26,perfume,7
974,Revitalizing Hair Mask,Stainless steel water bottle,10.74,shampoo,9
975,Silky Smooth Shampoo,Stainless steel water bottle,98.37,moisturizer,2
976,Radiant Skin Cream,Vintage leather messenger bag,88.75,shampoo,11
977,Hydrating Lip Balm,Glass water pitcher with lid,96.22,moisturizer,7
978,Radiant Skin Cream,Leather wallet with RFID protection,53.76,moisturizer,6
979,Nourishing Scalp Treatment,Glass water pitcher with lid,40.97,moisturizer,7
980,Silky Smooth Shampoo,Bluetooth wireless earbuds,4.17,shampoo,3
981,Nourishing Scalp Treatment,Silk scarf with floral print,71.97,lipstick,2
982,Brightening Facial Cleanser,Glass water pitcher with lid,7.73,shampoo,11
983,Hydrating Lip Balm,Stainless steel water bottle,17.04,perfume,12
984,Luminous Glow Serum,Stainless steel water bottle,21.63,shampoo,11
985,Radiant Skin Cream,Natural soy wax candle,40.7,moisturizer,6
986,Soothing Body Lotion,Bluetooth wireless earbuds,76.73,moisturizer,7
987,Revitalizing Hair Mask,Leather wallet with RFID protection,13.73,perfume,1
988,Soothing Body Lotion,Natural soy wax candle,15.59,moisturizer,9
989,Nourishing Scalp Treatment,Natural soy wax candle,16.05,shampoo,7
990,Revitalizing Hair Mask,Vintage leather messenger bag,96.53,moisturizer,7
991,Silky Smooth Shampoo,Soft cotton t-shirt,60.45,lipstick,10
992,Silky Smooth Shampoo,Leather wallet with RFID protection,70.69,moisturizer,8
993,Glowing Beauty Elixir,Soft cotton t-shirt,78.62,perfume,1
994,Luminous Glow Serum,Vintage leather messenger bag,49.99,perfume,5
995,Soothing Body Lotion,Natural soy wax candle,48.65,perfume,7
996,Revitalizing Hair Mask,Soft cotton t-shirt,44.32,moisturizer,11
997,Silky Smooth Shampoo,Glass water pitcher with lid,94.46,perfume,5
998,Silky Smooth Shampoo,Bluetooth wireless earbuds,36.08,eyeliner,5
999,Nourishing Scalp Treatment,Silk scarf with floral print,30.98,eyeliner,3
1000,Glowing Beauty Elixir,Organic cotton socks,23.43,lipstick,6
